G o. </w>	Va </w> ! </w>
You're </w> lazy. </w>	Vous </w> êtes </w> par es seuse. </w>
You're </w> lost. </w>	Tu </w> es </w> perdu. </w>
You're </w> lost. </w>	Tu </w> es </w> perdue. </w>
You're </w> nice. </w>	T'es </w> sympa. </w>
You're </w> nice. </w>	Vous </w> êtes </w> sympa. </w>
You're </w> nice. </w>	Vous </w> êtes </w> sym pas. </w>
You're </w> nuts! </w>	Tu </w> es </w> fou </w> ! </w>
You're </w> nuts! </w>	T'es </w> dingue </w> ! </w>
You're </w> nuts! </w>	Vous </w> êtes </w> dingue </w> ! </w>
You're </w> nuts! </w>	Vous </w> êtes </w> ding ues </w> ! </w>
You're </w> nuts! </w>	T'es </w> gi vr é </w> ! </w>
You're </w> nuts! </w>	T'es </w> gi vr ée </w> ! </w>
You're </w> nuts! </w>	Vous </w> êtes </w> gi vr é </w> ! </w>
You're </w> nuts! </w>	Vous </w> êtes </w> gi vr ée </w> ! </w>
You're </w> nuts! </w>	Vous </w> êtes </w> gi vr és </w> ! </w>
You're </w> nuts! </w>	Vous </w> êtes </w> gi vr ées </w> ! </w>
You're </w> rich. </w>	Tu </w> es </w> riche. </w>
You're </w> rich. </w>	Vous </w> êtes </w> riche. </w>
You're </w> rich. </w>	Vous </w> êtes </w> riches. </w>
You're </w> rude. </w>	Tu </w> es </w> grossier. </w>
You're </w> rude. </w>	Vous </w> êtes </w> gros sier s. </w>
You're </w> rude. </w>	Vous </w> êtes </w> grossière. </w>
You're </w> rude. </w>	Vous </w> êtes </w> grossi ères. </w>
You're </w> rude. </w>	Tu </w> es </w> grossière. </w>
You're </w> safe. </w>	Tu </w> es </w> en </w> sécurité. </w>
You're </w> safe. </w>	Vous </w> êtes </w> en </w> sécurité. </w>
You're </w> safe. </w>	Tu </w> es </w> sauf. </w>
You're </w> safe. </w>	Vous </w> êtes </w> sauf s. </w>
You're </w> safe. </w>	Vous </w> êtes </w> sauf. </w>
You're </w> safe. </w>	Vous </w> êtes </w> sau ve. </w>
You're </w> safe. </w>	Vous </w> êtes </w> sau ves. </w>
You're </w> safe. </w>	Tu </w> es </w> sau ve. </w>
You're </w> sick ! </w>	Vous </w> êtes </w> malade </w> ! </w>
You're </w> sick ! </w>	Tu </w> es </w> malade ! </w>
You're </w> sick ! </w>	Vous </w> êtes </w> malade ! </w>
You're </w> thin. </w>	Tu </w> es </w> mince. </w>
You're </w> thin. </w>	Vous </w> êtes </w> mince. </w>
You're </w> thin. </w>	Vous </w> êtes </w> min ces. </w>
You're </w> weak. </w>	Tu </w> es </w> faible. </w>
You're </w> weak. </w>	Vous </w> êtes </w> faible. </w>
You're </w> weak. </w>	Vous </w> êtes </w> faibles. </w>
You're </w> wise. </w>	Vous </w> êtes </w> raisonn ables. </w>
A </w> car </w> cut </w> in. </w>	Une </w> voiture </w> a </w> coupé </w> la </w> route. </w>
Ab and on </w> ship ! </w>	Ab and onne z </w> le </w> navire </w> ! </w>
Act </w> your </w> age. </w>	Conduis -toi </w> selon </w> ton </w> âge. </w>
Act </w> your </w> age. </w>	Com porte -toi </w> comme </w> quelqu'un </w> de </w> ton </w> âge. </w>
Act </w> your </w> age. </w>	Com portez-vous </w> comme </w> quelqu'un </w> de </w> votre </w> âge. </w>
All </w> is </w> quiet. </w>	Tout </w> est </w> calme. </w>
All </w> is </w> still. </w>	Tout </w> est </w> calme. </w>
Am </w> I </w> correct? </w>	Ai-je </w> raison </w> ? </w>
Am </w> I </w> in </w> love? </w>	Suis-je </w> amoureuse </w> ? </w>
Am </w> I </w> in </w> love? </w>	Suis-je </w> amoureux </w> ? </w>
Anybody </w> here? </w>	Y </w> a-t-il </w> quelqu'un </w> ? </w>
Anybody </w> here? </w>	Y </w> a-t-il </w> qui </w> que </w> soit </w> ici </w> ? </w>
Anybody </w> home? </w>	Quelqu'un </w> est-il </w> là </w> ? </w>
Anybody </w> home? </w>	Y </w> a-t-il </w> quelqu'un </w> ? </w>
Anybody </w> home? </w>	Y </w> a-t-il </w> quelqu'un </w> dans </w> la </w> maison </w> ? </w>
Anybody </w> hurt? </w>	Quiconque </w> a-t-il </w> été </w> blessé </w> ? </w>
Anybody </w> hurt? </w>	Qui </w> que </w> ce </w> soit </w> est-il </w> blessé </w> ? </w>
Anything </w> new? </w>	Il </w> y </w> a </w> du </w> nouveau </w> ? </w>
Are </w> they </w> new? </w>	Sont-ils </w> nouveaux </w> ? </w>
Are </w> they </w> new? </w>	Sont-ils </w> neuf s </w> ? </w>
Are </w> they </w> new? </w>	Sont-elles </w> neu ves </w> ? </w>
Are </w> they </w> new? </w>	Sont-elles </w> nouvelles </w> ? </w>
Are </w> we </w> alone? </w>	Sommes-nous </w> seuls </w> ? </w>
Are </w> we </w> alone? </w>	Sommes-nous </w> seules </w> ? </w>
Are </w> we </w> broke ? </w>	Sommes-nous </w> fauch és </w> ? </w>
Are </w> we </w> broke ? </w>	Sommes-nous </w> fauch ées </w> ? </w>
Are </w> we </w> ready? </w>	Sommes-nous </w> prêts </w> ? </w>
Are </w> we </w> ready? </w>	Sommes-nous </w> prêtes </w> ? </w>
Are </w> you </w> bald ? </w>	Es-tu </w> chau ve </w> ? </w>
Are </w> you </w> bald ? </w>	Êtes-vous </w> chau ves </w> ? </w>
Are </w> you </w> bald ? </w>	Êtes-vous </w> chau ve </w> ? </w>
Are </w> you </w> busy? </w>	Es-tu </w> occupé </w> ? </w>
Are </w> you </w> busy? </w>	Êtes-vous </w> occupé </w> ? </w>
Are </w> you </w> busy? </w>	Êtes-vous </w> occupée </w> ? </w>
Are </w> you </w> busy? </w>	Es-tu </w> occupé </w> ? </w>
Are </w> you </w> busy? </w>	Es-tu </w> occupée </w> ? </w>
Are </w> you </w> busy? </w>	Êtes-vous </w> occupés </w> ? </w>
Are </w> you </w> busy? </w>	Êtes-vous </w> occupées </w> ? </w>
Are </w> you </w> deaf ? </w>	Es-tu </w> sour d </w> ? </w>
Are </w> you </w> deaf ? </w>	Êtes-vous </w> sour d </w> ? </w>
Are </w> you </w> deaf ? </w>	Êtes-vous </w> sour de </w> ? </w>
Are </w> you </w> deaf ? </w>	Es-tu </w> sour de </w> ? </w>
Are </w> you </w> home? </w>	Es-tu </w> chez </w> toi </w> ? </w>
Are </w> you </w> home? </w>	Êtes-vous </w> chez </w> vous </w> ? </w>
Are </w> you </w> home? </w>	Es-tu </w> chez </w> nous </w> ? </w>
Are </w> you </w> home? </w>	Es-tu </w> chez </w> moi </w> ? </w>
Are </w> you </w> home? </w>	Êtes-vous </w> chez </w> nous </w> ? </w>
Are </w> you </w> home? </w>	Êtes-vous </w> chez </w> moi </w> ? </w>
Are </w> you </w> home? </w>	Es-tu </w> à </w> la </w> maison </w> ? </w>
Are </w> you </w> home? </w>	Êtes-vous </w> à </w> la </w> maison </w> ? </w>
Are </w> you </w> hurt? </w>	T'es-tu </w> blessé </w> ? </w>
Are </w> you </w> hurt? </w>	Es-tu </w> blessé </w> ? </w>
Are </w> you </w> hurt? </w>	Êtes-vous </w> blessé </w> ? </w>
Are </w> you </w> hurt? </w>	Êtes-vous </w> blessés </w> ? </w>
Are </w> you </w> hurt? </w>	Êtes-vous </w> blessées </w> ? </w>
Are </w> you </w> hurt? </w>	Êtes-vous </w> blessée </w> ? </w>
Are </w> you </w> hurt? </w>	Vous </w> êtes-vous </w> blessé </w> ? </w>
Are </w> you </w> hurt? </w>	Vous </w> êtes-vous </w> blessée </w> ? </w>
Are </w> you </w> hurt? </w>	Vous </w> êtes-vous </w> blessés </w> ? </w>
Are </w> you </w> hurt? </w>	Vous </w> êtes-vous </w> blessées </w> ? </w>
Are </w> you </w> lost? </w>	Êtes-vous </w> perdu </w> ? </w>
Are </w> you </w> lost? </w>	Êtes-vous </w> per dus </w> ? </w>
Are </w> you </w> lost? </w>	Êtes-vous </w> perdu es </w> ? </w>
Are </w> you </w> lost? </w>	Es-tu </w> perdu </w> ? </w>
Are </w> you </w> lost? </w>	Es-tu </w> perdue </w> ? </w>
Are </w> you </w> lost? </w>	Êtes-vous </w> perdue </w> ? </w>
Are </w> you </w> sick? </w>	Es-tu </w> malade </w> ? </w>
Are </w> you </w> sure? </w>	Es-tu </w> sûr </w> ? </w>
Are </w> you </w> sure? </w>	Es-tu </w> sûre </w> ? </w>
Are </w> you </w> sure? </w>	Êtes-vous </w> sûr </w> ? </w>
Are </w> you </w> sure? </w>	Êtes-vous </w> sûre </w> ? </w>
Are </w> you </w> sure? </w>	Êtes-vous </w> sûres </w> ? </w>
Are </w> you </w> sure? </w>	Êtes-vous </w> sûrs </w> ? </w>
Are </w> you </w> sure? </w>	Êtes-vous </w> sûr </w> ? </w>
Are </w> you </w> sure? </w>	Es-tu </w> sûr </w> ? </w>
Are </w> you </w> sure? </w>	Êtes-vous </w> sûrs </w> ? </w>
Are </w> you </w> sure? </w>	Êtes-vous </w> sûres </w> ? </w>
Be </w> attentive. </w>	Sois </w> attent if. </w>
Be </w> attentive. </w>	Sois </w> attentive. </w>
Be </w> confident. </w>	Sois </w> confi ant </w> ! </w>
Be </w> confident. </w>	Soyez </w> confi ant </w> ! </w>
Be </w> confident. </w>	Soyez </w> confi ants </w> ! </w>
Be </w> confident. </w>	Soyez </w> confi ante </w> ! </w>
Be </w> confident. </w>	Soyez </w> confi antes </w> ! </w>
Be </w> confident. </w>	Sois </w> confi ante </w> ! </w>
Be </w> real istic ! </w>	Sois </w> réal iste </w> ! </w>
Be ef , </w> please. </w>	Du </w> bœuf </w> s'il </w> vous </w> plaît. </w>
Be ef , </w> please. </w>	Du </w> bœuf , </w> s'il </w> vous </w> plaît. </w>
Bring </w> a </w> date. </w>	Amène </w> une </w> copine </w> ! </w>
Bring </w> him </w> in. </w>	Fais-le </w> entrer. </w>
Call </w> me </w> back. </w>	Rappelle -moi. </w>
Call </w> me </w> back. </w>	R appelez -moi. </w>
Can </w> I </w> go </w> now? </w>	Puis-je </w> m'en </w> aller </w> maintenant </w> ? </w>
Can </w> I </w> go </w> now? </w>	Puis-je </w> partir </w> maintenant </w> ? </w>
Can </w> I </w> go </w> now? </w>	Est-ce </w> que </w> je </w> pourrais </w> y </w> aller </w> maintenant </w> ? </w>
Can </w> I </w> try </w> it? </w>	Je </w> peux </w> essayer </w> ? </w>
Can </w> he </w> do </w> it? </w>	Peut -il </w> le </w> faire </w> ? </w>
Can </w> he </w> do </w> it? </w>	Est-il </w> en </w> mesure </w> de </w> le </w> faire </w> ? </w>
Can </w> we </w> leave? </w>	Pouvons-nous </w> partir </w> ? </w>
Can </w> we </w> leave? </w>	Peut-on </w> s'en </w> aller </w> ? </w>
Can </w> we </w> start? </w>	Pouvons-nous </w> commencer </w> ? </w>
Can </w> you </w> come? </w>	Peux-tu </w> venir </w> ? </w>
Can </w> you </w> come? </w>	Pouvez-vous </w> venir </w> ? </w>
Can </w> you </w> stay? </w>	Pouvez-vous </w> rester </w> ? </w>
Can </w> you </w> swim? </w>	Sais-tu </w> nager </w> ? </w>
Can </w> you </w> swim? </w>	Est-ce </w> que </w> tu </w> sais </w> nager </w> ? </w>
Can </w> you </w> swim? </w>	Est-ce </w> que </w> vous </w> savez </w> nager </w> ? </w>
Can </w> you </w> swim? </w>	Savez-vous </w> nager </w> ? </w>
Can </w> you </w> swim? </w>	Sais-tu </w> nager </w> ? </w>
Can </w> you </w> walk? </w>	Peux-tu </w> marcher </w> ? </w>
Can </w> you </w> walk? </w>	Pouvez-vous </w> marcher </w> ? </w>
Check </w> it </w> out! </w>	Véri fiez </w> ! </w>
Check </w> it </w> out! </w>	Véri fie </w> ! </w>
Come </w> at </w> once. </w>	Viens </w> ici </w> immédiatement. </w>
Come </w> back </w> in. </w>	Reviens </w> à </w> l'intérieur. </w>
Come </w> help </w> me. </w>	Viens </w> m'aider. </w>
Come </w> help </w> me. </w>	Viens </w> me </w> donner </w> un </w> coup </w> de </w> main. </w>
Come </w> join </w> us. </w>	Viens </w> nous </w> rejoindre </w> ! </w>
Come </w> join </w> us. </w>	Viens </w> te </w> joindre </w> à </w> nous </w> ! </w>
Come </w> join </w> us. </w>	Venez </w> vous </w> joindre </w> à </w> nous </w> ! </w>
Come </w> join </w> us. </w>	Venez </w> nous </w> rejoindre </w> ! </w>
Come </w> outside. </w>	Viens </w> dehors. </w>
Come </w> outside. </w>	Venez </w> à </w> l'extérieur. </w>
Come </w> quickly ! </w>	Viens </w> vite </w> ! </w>
Come </w> quickly ! </w>	Venez </w> vite </w> ! </w>
Come </w> quickly ! </w>	Dépêche-toi </w> de </w> venir </w> ! </w>
Come </w> quickly ! </w>	Dépêchez-vous </w> de </w> venir </w> ! </w>
Come </w> quickly. </w>	Viens </w> vite. </w>
Come </w> quickly. </w>	Venez </w> vite. </w>
Come </w> up </w> here. </w>	Ap proche. </w>
Come </w> up </w> here. </w>	Ap pro chez . </w>
Come </w> with </w> me. </w>	Venez </w> avec </w> moi. </w>
Come </w> with </w> me. </w>	Viens </w> avec </w> moi. </w>
Come </w> with </w> me. </w>	Jo ignez-vous </w> à </w> nous. </w>
Come </w> with </w> us. </w>	Venez </w> avec </w> nous. </w>
Co ol </w> it </w> down. </w>	Baisse </w> le </w> ton. </w>
Could </w> we </w> sit? </w>	Pourrions-nous </w> nous </w> asseoir </w> ? </w>
C over </w> for </w> me. </w>	Rem place -moi. </w>
Cut </w> that </w> out! </w>	Arrête </w> ! </w>
Cut </w> that </w> out! </w>	Arrêtez </w> ! </w>
Cut </w> that </w> out! </w>	Arrêtez </w> ça </w> ! </w>
Cut </w> that </w> out! </w>	Arrête </w> ça </w> ! </w>
Did </w> Tom </w> call? </w>	Est-ce </w> que </w> Tom </w> a </w> appelé </w> ? </w>
Did </w> Tom </w> fall ? </w>	Tom </w> est-il </w> tombé </w> ? </w>
Did </w> Tom </w> sing? </w>	Tom </w> a-t-il </w> chanté </w> ? </w>
Did </w> Tom </w> stay? </w>	Tom </w> est-il </w> resté </w> ? </w>
Did </w> Tom </w> swim? </w>	Tom </w> a-t-il </w> nagé </w> ? </w>
Did </w> you </w> call? </w>	Tu </w> avais </w> appelé </w> ? </w>
Did </w> you </w> sign ? </w>	As-tu </w> signé </w> ? </w>
Did </w> you </w> vo te? </w>	As-tu </w> voté </w> ? </w>
Did </w> you </w> vo te? </w>	Avez-vous </w> voté </w> ? </w>
Do </w> I </w> look </w> OK? </w>	Ai-je </w> l'air </w> bien </w> ? </w>
Do </w> you </w> agree? </w>	Es-tu </w> d'accord </w> ? </w>
Do </w> you </w> agree? </w>	Es-tu </w> d’ accord </w> ? </w>
Do </w> you </w> agree? </w>	Tu </w> es </w> d'accord </w> ? </w>
Do </w> you </w> drink? </w>	Bu vez-vous </w> ? </w>
Do </w> you </w> drink? </w>	Bo is-tu </w> ? </w>
Do </w> you </w> smoke? </w>	Fu mez-vous </w> ? </w>
Do </w> you </w> smoke? </w>	Fum es-tu </w> ? </w>
Do </w> you </w> smoke? </w>	Tu </w> fum es </w> ? </w>
Do </w> you </w> smoke? </w>	Est-ce </w> que </w> tu </w> fum es </w> ? </w>
Do </w> you </w> smoke? </w>	Est-ce </w> que </w> vous </w> fume z </w> ? </w>
Do </w> your </w> best ! </w>	Fais </w> de </w> ton </w> mieux </w> ! </w>
Do </w> your </w> best. </w>	Faites </w> de </w> votre </w> mieux. </w>
Do </w> your </w> duty. </w>	Faites </w> votre </w> devoir. </w>
Does </w> it </w> hurt? </w>	Cela </w> fait-il </w> mal </w> ? </w>
Does </w> it </w> hurt? </w>	Est-ce </w> que </w> ça </w> fait </w> mal </w> ? </w>
Does </w> it </w> work? </w>	Est-ce </w> que </w> ça </w> marche </w> ? </w>
Does </w> it </w> work? </w>	Est-ce </w> que </w> ça </w> fonctionne </w> ? </w>
Don't </w> ask </w> me. </w>	Ce </w> n'est </w> pas </w> à </w> moi </w> qu'il </w> faut </w> le </w> demander. </w>
Don't </w> be </w> mad. </w>	Ne </w> fais </w> pas </w> la </w> tête. </w>
Don't </w> be </w> sad. </w>	Ne </w> sois </w> pas </w> malheureux. </w>
Don't </w> be </w> sad. </w>	Ne </w> sois </w> pas </w> ve x é. </w>
Don't </w> be </w> shy. </w>	Ne </w> sois </w> pas </w> timide. </w>
Don't </w> be </w> shy. </w>	Ne </w> vous </w> gê nez </w> pas. </w>
Don't </w> bo ther. </w>	Ne </w> dérange </w> pas. </w>
Don't </w> bo ther. </w>	Ne </w> dérange z </w> pas. </w>
Don't </w> forget. </w>	Ne </w> l' oublie z </w> pas </w> ! </w>
Don't </w> get </w> up. </w>	Ne </w> vous </w> le vez </w> pas. </w>
Don't </w> kid </w> me! </w>	Ne </w> me </w> fais </w> pas </w> marcher </w> ! </w>
Don't </w> kid </w> me! </w>	Ne </w> me </w> faites </w> pas </w> marcher </w> ! </w>
Don't </w> kid </w> me! </w>	Ne </w> me </w> char rie </w> pas </w> ! </w>
Don't </w> kid </w> me! </w>	Ne </w> me </w> char riez </w> pas </w> ! </w>
Don't </w> lit ter ! </w>	Ne </w> pas </w> dé ver ser </w> d' im mondi ces </w> ! </w>
Don't </w> ram ble. </w>	Ne </w> ra do te </w> pas. </w>
Don't </w> ram ble. </w>	Ne </w> ra do tez </w> pas. </w>
Don't </w> resist. </w>	Ne </w> rés iste </w> pas </w> ! </w>
Drive </w> safely. </w>	Conduis </w> prudem ment </w> ! </w>
Drive </w> safely. </w>	Condu isez </w> prudemment. </w>
Drive </w> slowly. </w>	Conduis </w> lentement. </w>
Drop </w> the </w> gun. </w>	Lâche </w> l' arme </w> ! </w>
Drop </w> the </w> gun. </w>	Lâchez </w> l' arme </w> ! </w>
E asy </w> does </w> it. </w>	On </w> se </w> calme </w> ! </w>
E asy </w> does </w> it. </w>	On </w> n'est </w> pas </w> aux </w> pièces </w> ! </w>
Find </w> the </w> cat. </w>	Trouve z </w> le </w> chat. </w>
Find </w> the </w> cat. </w>	Trouve </w> le </w> chat. </w>
Fish , </w> please. </w>	Du </w> poisson </w> s'il </w> vous </w> plaît. </w>
Get </w> a </w> doctor. </w>	Va </w> chercher </w> un </w> médecin </w> ! </w>
Get </w> a </w> doctor. </w>	Allez </w> chercher </w> un </w> médecin </w> ! </w>
Get </w> my </w> rifle. </w>	Attrape </w> mon </w> fus il </w> ! </w>
Get </w> my </w> rifle. </w>	At tra pez </w> mon </w> fus il </w> ! </w>
Get </w> my </w> rifle. </w>	Attrape </w> ma </w> car ab ine </w> ! </w>
Get </w> my </w> rifle. </w>	At tra pez </w> ma </w> car ab ine </w> ! </w>
G host s </w> exist. </w>	Les </w> fantô mes </w> exist ent. </w>
Give </w> me </w> half. </w>	Donne-moi </w> la </w> moitié. </w>
Go </w> for </w> broke ! </w>	Jou ez </w> le </w> tout </w> pour </w> le </w> tout </w> ! </w>
Go </w> for </w> broke ! </w>	Jou e </w> le </w> tout </w> pour </w> le </w> tout </w> ! </w>
Go </w> to </w> school. </w>	Va </w> à </w> l'école. </w>
Go </w> to </w> school. </w>	Allez </w> à </w> l'école </w> ! </w>
Good </w> for </w> you. </w>	C'est </w> bien </w> pour </w> toi. </w>
Good </w> for </w> you. </w>	C'est </w> bien </w> pour </w> vous. </w>
Good </w> morning. </w>	Bon jour </w> ! </w>
Good </w> morning. </w>	Bon jour. </w>
Grab </w> a </w> spoon. </w>	Attrape </w> une </w> cuill ère. </w>
Grab </w> my </w> hand. </w>	Sais is -moi </w> la </w> main </w> ! </w>
Grab </w> my </w> hand. </w>	Sais isse z-moi </w> la </w> main </w> ! </w>
Hand </w> it </w> over. </w>	Remets -le. </w>
Hand </w> it </w> over. </w>	Re mette z-le. </w>
Have </w> a </w> don ut. </w>	Prends </w> un </w> be ignet. </w>
Have </w> a </w> don ut. </w>	Prenez </w> un </w> be ignet. </w>
Have </w> a </w> drink. </w>	Prends </w> un </w> verre </w> ! </w>
Have </w> a </w> drink. </w>	Prenez </w> un </w> verre </w> ! </w>
Have </w> a </w> drink. </w>	Prends </w> une </w> boisson </w> ! </w>
Have </w> a </w> drink. </w>	Prenez </w> une </w> boisson </w> ! </w>
Have </w> a </w> taste. </w>	Go û te </w> ! </w>
Have </w> a </w> taste. </w>	Go û tez </w> ! </w>
Have </w> another. </w>	Prends -en </w> un </w> autre. </w>
He </w> avoid s </w> me. </w>	Il </w> m' é vite. </w>
He </w> could </w> die. </w>	Il </w> se </w> pourrait </w> qu'il </w> me ure. </w>
He </w> denied </w> it. </w>	Il </w> l'a </w> ni é. </w>
He </w> denied </w> it. </w>	Il </w> le </w> ni a. </w>
He </w> denied </w> it. </w>	Il </w> l'a </w> refus é. </w>
He </w> denied </w> it. </w>	Il </w> le </w> refusa . </w>
He </w> do zed </w> off. </w>	Il </w> s'est </w> endormi. </w>
He </w> dumped </w> me. </w>	Il </w> m'a </w> pla quée. </w>
He </w> dumped </w> me. </w>	Il </w> m'a </w> laissée </w> tomber. </w>
He </w> got </w> angry. </w>	Il </w> s'est </w> fâché. </w>
He </w> got </w> angry. </w>	Il </w> s'est </w> mis </w> en </w> colère. </w>
He </w> had </w> a </w> dog. </w>	Il </w> avait </w> un </w> chien. </w>
He </w> has </w> a </w> car. </w>	Il </w> dispose </w> d'un </w> véhicu le. </w>
He </w> has </w> money. </w>	Il </w> dispose </w> d'argent. </w>
He </w> helps </w> her. </w>	Il </w> l'aide. </w>
He </w> is </w> a </w> poet. </w>	C'est </w> un </w> po ète. </w>
He </w> is </w> a </w> poet. </w>	Il </w> est </w> po ète. </w>
He </w> is </w> asleep. </w>	Il </w> est </w> endormi. </w>
He </w> is </w> crank y. </w>	Il </w> est </w> ex cent ri que. </w>
He </w> is </w> eating. </w>	Il </w> est </w> en </w> train </w> de </w> manger. </w>
He </w> is </w> hero ic. </w>	Il </w> est </w> héroï que. </w>
He </w> is </w> not </w> in. </w>	Il </w> n'est </w> pas </w> chez </w> lui. </w>
He </w> is </w> not </w> in. </w>	Il </w> n'est </w> pas </w> à </w> l'intérieur. </w>
He </w> just </w> left. </w>	Il </w> vient </w> de </w> partir. </w>
He </w> kicked </w> it. </w>	Il </w> y </w> donna </w> un </w> coup </w> de </w> pied. </w>
He </w> let </w> me </w> go. </w>	Il </w> m'a </w> laissé </w> m'en </w> aller. </w>
He </w> let </w> me </w> go. </w>	Il </w> m'a </w> laissée </w> m'en </w> aller. </w>
He </w> let </w> me </w> go. </w>	Il </w> m'a </w> laissé </w> partir. </w>
He </w> let </w> me </w> go. </w>	Il </w> m'a </w> laissée </w> partir. </w>
He </w> let </w> me </w> go. </w>	Il </w> me </w> laissa </w> partir. </w>
He </w> let </w> me </w> go. </w>	Il </w> me </w> laissa </w> m'en </w> aller. </w>
He </w> let </w> us </w> go. </w>	Il </w> nous </w> laissa </w> partir. </w>
He </w> let </w> us </w> go. </w>	Il </w> nous </w> laissa </w> nous </w> en </w> aller. </w>
He </w> let </w> us </w> go. </w>	Il </w> nous </w> a </w> laissés </w> nous </w> en </w> aller. </w>
